Block Name,Cell ID,vtkOriginalCellIds,Cell Type,Ma,T,U_0,U_1,U_2,U_Magnitude,p
internalMesh,0,0,12,2.99998,1.00001,2.99999,1.89485e-08,0,2.99999,1.00001
internalMesh,1,1,12,2.99995,1.00003,2.99998,1.47469e-07,0,2.99998,1.00005
internalMesh,2,2,12,2.9998,1.00009,2.99994,4.53187e-07,0,2.99994,1.00013
internalMesh,3,3,12,2.99961,1.00017,2.99986,1.36469e-06,0,2.99986,1.00039
internalMesh,4,4,12,2.99881,1.00055,2.99963,3.22e-06,0,2.99963,1.0008
internalMesh,5,5,12,2.99769,1.001,2.99918,8.5023e-06,0,2.99918,1.00228
internalMesh,6,6,12,2.99319,1.00312,2.99785,1.93954e-05,0,2.99785,1.00461
internalMesh,7,7,12,2.98644,1.00597,2.99534,4.4526e-05,0,2.99534,1.01339
internalMesh,8,8,12,2.96217,1.0168,2.98694,0.000132377,0,2.98694,1.02598
internalMesh,9,9,12,2.91572,1.03896,2.97196,0.000213218,0,2.97196,1.08338
internalMesh,10,10,12,2.78944,1.09357,2.91702,0.00062812,0,2.91702,1.15289
internalMesh,11,11,12,2.47081,1.26648,2.78059,0.00136443,0,2.78059,1.54545
internalMesh,12,12,12,1.83981,1.71442,2.40896,0.00342112,0,2.40896,2.252
internalMesh,13,13,12,0.839117,2.48387,1.32243,0.0097238,0,1.32247,4.87176
internalMesh,14,14,12,0.354857,2.72595,0.585525,0.0204951,0,0.585884,10.8583
internalMesh,15,15,12,0.346327,2.7235,0.571111,0.0222261,0,0.571543,11.0801
internalMesh,16,16,12,0.35544,2.72368,0.586124,0.0236562,0,0.586601,10.964
internalMesh,17,17,12,0.34373,2.72983,0.567359,0.0251524,0,0.567916,10.9739
internalMesh,18,18,12,0.306229,2.74328,0.506488,0.0268865,0,0.507201,11.0843
internalMesh,19,19,12,0.252805,2.75794,0.418825,0.0290899,0,0.419834,11.3281
internalMesh,20,20,12,0.20575,2.77,0.340958,0.0317767,0,0.342436,11.5367
internalMesh,21,21,12,0.165024,2.77819,0.272851,0.0347893,0,0.27506,11.6742
internalMesh,22,22,12,0.123119,2.78546,0.20193,0.0380394,0,0.205482,11.787
internalMesh,23,23,12,0.0769036,2.79054,0.121435,0.0419188,0,0.128467,11.8763
internalMesh,24,24,12,0.0430762,2.7947,0.0540115,0.0476283,0,0.0720118,11.9452
internalMesh,25,25,12,2.99998,1.00001,2.99999,6.12001e-08,0,2.99999,1.00001
internalMesh,26,26,12,2.99995,1.00003,2.99998,4.77745e-07,0,2.99998,1.00005
internalMesh,27,27,12,2.99981,1.00009,2.99994,1.47053e-06,0,2.99994,1.00013
internalMesh,28,28,12,2.99962,1.00017,2.99986,4.43792e-06,0,2.99986,1.00038
internalMesh,29,29,12,2.99883,1.00054,2.99964,1.05992e-05,0,2.99964,1.00079
internalMesh,30,30,12,2.99773,1.00098,2.9992,2.72782e-05,0,2.9992,1.00225
internalMesh,31,31,12,2.99329,1.00307,2.99788,6.67031e-05,0,2.99788,1.00454
internalMesh,32,32,12,2.98665,1.0059,2.99543,0.00013832,0,2.99543,1.01322
internalMesh,33,33,12,2.96287,1.01642,2.98708,0.00042437,0,2.98708,1.02536
internalMesh,34,34,12,2.91641,1.03876,2.97238,0.000649056,0,2.97238,1.08278
internalMesh,35,35,12,2.79223,1.09208,2.91794,0.00195468,0,2.91794,1.15003
internalMesh,36,36,12,2.47443,1.26492,2.78295,0.00416326,0,2.78295,1.54042
internalMesh,37,37,12,1.85123,1.70215,2.41521,0.0105533,0,2.41523,2.23675
internalMesh,38,38,12,0.848355,2.47856,1.33527,0.0298578,0,1.3356,4.83023
internalMesh,39,39,12,0.361931,2.72456,0.594186,0.0619874,0,0.597411,10.7832
internalMesh,40,40,12,0.348208,2.72331,0.571002,0.0644427,0,0.574627,11.0692
internalMesh,41,41,12,0.357128,2.72342,0.585646,0.0660403,0,0.589358,10.9557
internalMesh,42,42,12,0.345595,2.72941,0.566897,0.0679361,0,0.570953,10.9659
internalMesh,43,43,12,0.3087,2.74262,0.506307,0.0707944,0,0.511232,11.076
internalMesh,44,44,12,0.256353,2.75695,0.418981,0.0750475,0,0.425649,11.3187
internalMesh,45,45,12,0.210436,2.76888,0.340952,0.0797914,0,0.350164,11.5268
internalMesh,46,46,12,0.171039,2.77685,0.272146,0.084685,0,0.285018,11.665
internalMesh,47,47,12,0.131409,2.78388,0.200212,0.0893767,0,0.219256,11.7794
internalMesh,48,48,12,0.0905932,2.78795,0.11834,0.0942156,0,0.151264,11.8701
internalMesh,49,49,12,0.0666472,2.79161,0.0503757,0.0993083,0,0.111355,11.9406
internalMesh,50,50,12,2.99998,1.00001,2.99999,9.71965e-08,0,2.99999,1.00001
internalMesh,51,51,12,2.99995,1.00003,2.99998,7.58732e-07,0,2.99998,1.00005
internalMesh,52,52,12,2.99982,1.00009,2.99994,2.33615e-06,0,2.99994,1.00012
internalMesh,53,53,12,2.99963,1.00016,2.99987,7.04982e-06,0,2.99987,1.00037
internalMesh,54,54,12,2.99888,1.00052,2.99965,1.69004e-05,0,2.99965,1.00076
internalMesh,55,55,12,2.99781,1.00095,2.99923,4.32091e-05,0,2.99923,1.00217
internalMesh,56,56,12,2.99359,1.00291,2.99794,0.000107082,0,2.99794,1.00434
internalMesh,57,57,12,2.98706,1.00576,2.99563,0.000222387,0,2.99563,1.01289
internalMesh,58,58,12,2.96439,1.01557,2.98737,0.000643462,0,2.98737,1.024
internalMesh,59,59,12,2.91771,1.03844,2.97325,0.00108702,0,2.97325,1.08168
internalMesh,60,60,12,2.798,1.08899,2.91984,0.00309523,0,2.91984,1.14392
internalMesh,61,61,12,2.48181,1.26189,2.7879,0.0067989,0,2.78791,1.5303
internalMesh,62,62,12,1.87576,1.67626,2.42848,0.0183297,0,2.42855,2.20452
internalMesh,63,63,12,0.868558,2.4668,1.36324,0.0500969,0,1.36416,4.74239
internalMesh,64,64,12,0.377904,2.72006,0.61404,0.106817,0,0.623262,10.6146
internalMesh,65,65,12,0.352689,2.72269,0.571579,0.109408,0,0.581956,11.044
internalMesh,66,66,12,0.361437,2.72273,0.585942,0.111163,0,0.596394,10.9336
internalMesh,67,67,12,0.350776,2.72838,0.56804,0.114191,0,0.579404,10.9417
internalMesh,68,68,12,0.315797,2.74109,0.508964,0.119651,0,0.522839,11.0466
internalMesh,69,69,12,0.266062,2.755,0.422671,0.127955,0,0.441614,11.2829
internalMesh,70,70,12,0.222872,2.76666,0.344655,0.136519,0,0.370708,11.4885
internalMesh,71,71,12,0.186964,2.77412,0.275365,0.145412,0,0.311401,11.625
internalMesh,72,72,12,0.152653,2.78148,0.202644,0.154116,0,0.254591,11.7384
internalMesh,73,73,12,0.120833,2.78551,0.119544,0.162416,0,0.201667,11.8277
internalMesh,74,74,12,0.105619,2.78767,0.049786,0.16917,0,0.176344,11.8977
internalMesh,75,75,12,2.99998,1.00001,2.99999,1.18538e-07,0,2.99999,1.00001
internalMesh,76,76,12,2.99995,1.00002,2.99998,9.22751e-07,0,2.99998,1.00005
internalMesh,77,77,12,2.99983,1.00008,2.99994,2.8408e-06,0,2.99994,1.00012
internalMesh,78,78,12,2.99965,1.00015,2.99987,8.55985e-06,0,2.99987,1.00035
internalMesh,79,79,12,2.99893,1.00049,2.99967,2.04481e-05,0,2.99967,1.00072
internalMesh,80,80,12,2.99792,1.00091,2.99927,5.28355e-05,0,2.99927,1.00206
internalMesh,81,81,12,2.99397,1.00272,2.99803,0.00012675,0,2.99803,1.00409
internalMesh,82,82,12,2.98761,1.00555,2.99588,0.000286067,0,2.99588,1.0124
internalMesh,83,83,12,2.96623,1.0146,2.9878,0.0007351,0,2.9878,1.02244
internalMesh,84,84,12,2.92012,1.03756,2.97445,0.0015177,0,2.97445,1.07953
internalMesh,85,85,12,2.80554,1.08513,2.92251,0.00390597,0,2.92251,1.13611
internalMesh,86,86,12,2.49479,1.25622,2.79616,0.00916376,0,2.79618,1.51521
internalMesh,87,87,12,1.91082,1.64221,2.44854,0.0263839,0,2.44868,2.15111
internalMesh,88,88,12,0.898836,2.44534,1.40384,0.0695358,0,1.40556,4.61584
internalMesh,89,89,12,0.40183,2.71073,0.643644,0.153015,0,0.661582,10.3451
internalMesh,90,90,12,0.358222,2.72131,0.570431,0.154319,0,0.590936,11.0086
internalMesh,91,91,12,0.367144,2.72101,0.585407,0.155165,0,0.605622,10.9006
internalMesh,92,92,12,0.358495,2.72601,0.569814,0.160167,0,0.591897,10.9023
internalMesh,93,93,12,0.326638,2.73897,0.513749,0.16819,0,0.540579,10.9965
internalMesh,94,94,12,0.280746,2.75031,0.429242,0.180346,0,0.465589,11.2203
internalMesh,95,95,12,0.241322,2.7628,0.351566,0.193123,0,0.401117,11.4223
internalMesh,96,96,12,0.210226,2.77023,0.2824,0.206589,0,0.349898,11.5539
internalMesh,97,97,12,0.182294,2.77494,0.209159,0.220152,0,0.303668,11.6632
internalMesh,98,98,12,0.158247,2.78081,0.124209,0.232828,0,0.263888,11.7495
internalMesh,99,99,12,0.148194,2.78323,0.0512386,0.241864,0,0.247232,11.8195
internalMesh,100,100,12,2.99999,1.00001,2.99999,1.3271e-07,0,2.99999,1.00001
internalMesh,101,101,12,2.99996,1.00002,2.99998,1.03071e-06,0,2.99998,1.00005
internalMesh,102,102,12,2.99984,1.00008,2.99995,3.17331e-06,0,2.99995,1.00011
internalMesh,103,103,12,2.99967,1.00014,2.99988,9.55838e-06,0,2.99988,1.00033
internalMesh,104,104,12,2.999,1.00046,2.99969,2.27318e-05,0,2.99969,1.00068
internalMesh,105,105,12,2.99804,1.00086,2.99932,5.96112e-05,0,2.99932,1.00194
internalMesh,106,106,12,2.99437,1.00253,2.99814,0.000137876,0,2.99814,1.00382
internalMesh,107,107,12,2.98828,1.00528,2.99614,0.000339851,0,2.99614,1.01177
internalMesh,108,108,12,2.96828,1.0136,2.98839,0.00078599,0,2.98839,1.02085
internalMesh,109,109,12,2.92378,1.03599,2.97593,0.00196489,0,2.97593,1.07617
internalMesh,110,110,12,2.81462,1.08066,2.92593,0.00462686,0,2.92593,1.12713
internalMesh,111,111,12,2.51398,1.24746,2.80783,0.0118248,0,2.80785,1.49507
internalMesh,112,112,12,1.95572,1.60227,2.47532,0.0339884,0,2.47555,2.07645
internalMesh,113,113,12,0.941032,2.41041,1.4582,0.0904093,0,1.461,4.45129
internalMesh,114,114,12,0.434286,2.69627,0.683688,0.202725,0,0.713111,9.96577
internalMesh,115,115,12,0.364339,2.7191,0.566586,0.199798,0,0.600782,10.969
internalMesh,116,116,12,0.374228,2.71841,0.584351,0.198081,0,0.617011,10.863
internalMesh,117,117,12,0.368877,2.72192,0.572807,0.20558,0,0.608581,10.8446
internalMesh,118,118,12,0.340563,2.73461,0.520148,0.215901,0,0.563176,10.9288
internalMesh,119,119,12,0.299174,2.74661,0.438549,0.231322,0,0.495818,11.137
internalMesh,120,120,12,0.264563,2.75491,0.361977,0.248589,0,0.439117,11.3314
internalMesh,121,121,12,0.23866,2.76349,0.293264,0.267207,0,0.396741,11.4558
internalMesh,122,122,12,0.216819,2.76962,0.219592,0.286321,0,0.360833,11.5585
internalMesh,123,123,12,0.199322,2.7713,0.132327,0.304287,0,0.331815,11.6399
internalMesh,124,124,12,0.192882,2.77287,0.0546508,0.316501,0,0.321185,11.7102
internalMesh,125,125,12,2.99999,1.00001,2.99999,1.41606e-07,0,2.99999,1.00001
internalMesh,126,126,12,2.99996,1.00002,2.99998,1.09793e-06,0,2.99998,1.00004
internalMesh,127,127,12,2.99985,1.00007,2.99995,3.37955e-06,0,2.99995,1.0001
internalMesh,128,128,12,2.9997,1.00013,2.99989,1.01797e-05,0,2.99989,1.0003
internalMesh,129,129,12,2.99907,1.00043,2.99971,2.41025e-05,0,2.99971,1.00063
internalMesh,130,130,12,2.99818,1.0008,2.99937,6.40906e-05,0,2.99937,1.00181
internalMesh,131,131,12,2.99478,1.00233,2.99826,0.000143644,0,2.99826,1.00354
internalMesh,132,132,12,2.98906,1.00494,2.99642,0.000380337,0,2.99642,1.01099
internalMesh,133,133,12,2.97052,1.01258,2.98914,0.00081725,0,2.98914,1.01929
internalMesh,134,134,12,2.92878,1.03368,2.97769,0.00233864,0,2.97769,1.07138
internalMesh,135,135,12,2.82627,1.07501,2.93034,0.00507204,0,2.93034,1.11714
internalMesh,136,136,12,2.54004,1.23483,2.82252,0.0151499,0,2.82256,1.46761
internalMesh,137,137,12,2.01427,1.55264,2.50956,0.0397489,0,2.50987,1.986
internalMesh,138,138,12,1.00145,2.35975,1.53417,0.113579,0,1.53837,4.23891
internalMesh,139,139,12,0.478142,2.67545,0.738502,0.257435,0,0.782086,9.46169
internalMesh,140,140,12,0.372243,2.71562,0.561957,0.245951,0,0.613423,10.9368
internalMesh,141,141,12,0.383899,2.71422,0.585185,0.239944,0,0.632467,10.826
internalMesh,142,142,12,0.382866,2.71546,0.579405,0.249674,0,0.63091,10.7694
internalMesh,143,143,12,0.358157,2.72642,0.529929,0.262504,0,0.591382,10.8432
internalMesh,144,144,12,0.321762,2.73896,0.451967,0.281586,0,0.532508,11.0327
internalMesh,145,145,12,0.292093,2.7494,0.377183,0.303818,0,0.484327,11.2141
internalMesh,146,146,12,0.271925,2.75325,0.309315,0.328492,0,0.451201,11.3263
internalMesh,147,147,12,0.256279,2.75794,0.235171,0.354728,0,0.425602,11.4176
internalMesh,148,148,12,0.244751,2.76255,0.144582,0.380237,0,0.406797,11.4907
internalMesh,149,149,12,0.242161,2.76374,0.0603872,0.398025,0,0.40258,11.5605
internalMesh,150,150,12,2.99999,1.00001,2.99999,1.49718e-07,0,2.99999,1.00001
internalMesh,151,151,12,2.99996,1.00002,2.99998,1.16154e-06,0,2.99998,1.00004
internalMesh,152,152,12,2.99986,1.00007,2.99996,3.57424e-06,0,2.99996,1.0001
internalMesh,153,153,12,2.99972,1.00012,2.9999,1.07817e-05,0,2.9999,1.00028
internalMesh,154,154,12,2.99915,1.0004,2.99973,2.54671e-05,0,2.99973,1.00058
internalMesh,155,155,12,2.99832,1.00073,2.99942,6.83989e-05,0,2.99942,1.00166
internalMesh,156,156,12,2.9952,1.00215,2.9984,0.00015073,0,2.9984,1.00326
internalMesh,157,157,12,2.98992,1.00455,2.9967,0.000415439,0,2.9967,1.01012
internalMesh,158,158,12,2.97285,1.01158,2.99001,0.000865374,0,2.99001,1.01775
internalMesh,159,159,12,2.93441,1.03098,2.97951,0.0026156,0,2.97951,1.06572
internalMesh,160,160,12,2.83985,1.06893,2.93607,0.00542029,0,2.93607,1.10743
internalMesh,161,161,12,2.57476,1.21586,2.83902,0.0180784,0,2.83908,1.42885
internalMesh,162,162,12,2.08546,1.49714,2.55133,0.0435672,0,2.5517,1.89203
internalMesh,163,163,12,1.08821,2.29202,1.6418,0.136704,0,1.64748,3.96526
internalMesh,164,164,12,0.535418,2.64692,0.81165,0.316258,0,0.871088,8.81346
internalMesh,165,165,12,0.383399,2.71183,0.558822,0.293838,0,0.631366,10.9276
internalMesh,166,166,12,0.397592,2.70978,0.590615,0.282015,0,0.654491,10.7964
internalMesh,167,167,12,0.40151,2.7081,0.592178,0.293082,0,0.660736,10.6802
internalMesh,168,168,12,0.379941,2.71918,0.545549,0.308062,0,0.626519,10.7408
internalMesh,169,169,12,0.349044,2.72515,0.47161,0.331048,0,0.576202,10.9055
internalMesh,170,170,12,0.32445,2.73648,0.39906,0.358905,0,0.536714,11.0683
internalMesh,171,171,12,0.309763,2.74394,0.33244,0.390861,0,0.513117,11.1617
internalMesh,172,172,12,0.300768,2.74627,0.258427,0.4262,0,0.498428,11.2328
internalMesh,173,173,12,0.296437,2.74495,0.164232,0.462859,0,0.491132,11.2865
internalMesh,174,174,12,0.299598,2.74345,0.0705116,0.491198,0,0.496233,11.3486
internalMesh,175,175,12,2.99999,1.00001,3,1.52249e-07,0,3,1.00001
internalMesh,176,176,12,2.99997,1.00002,2.99999,1.17737e-06,0,2.99999,1.00004
internalMesh,177,177,12,2.99987,1.00006,2.99996,3.62309e-06,0,2.99996,1.00009
internalMesh,178,178,12,2.99975,1.00011,2.99991,1.09109e-05,0,2.99991,1.00025
internalMesh,179,179,12,2.99923,1.00036,2.99976,2.56287e-05,0,2.99976,1.00053
internalMesh,180,180,12,2.99848,1.00067,2.99947,6.97379e-05,0,2.99947,1.00151
internalMesh,181,181,12,2.99564,1.00195,2.99855,0.000148138,0,2.99855,1.00296
internalMesh,182,182,12,2.99089,1.00411,2.99702,0.000439461,0,2.99702,1.00916
internalMesh,183,183,12,2.97537,1.01051,2.99096,0.000847195,0,2.99096,1.01609
internalMesh,184,184,12,2.94078,1.02791,2.98152,0.00288883,0,2.98152,1.05939
internalMesh,185,185,12,2.85461,1.0626,2.94259,0.00575685,0,2.9426,1.09685
internalMesh,186,186,12,2.61515,1.19332,2.85669,0.0200707,0,2.85676,1.38447
internalMesh,187,187,12,2.16424,1.44407,2.60031,0.0476808,0,2.60075,1.79429
internalMesh,188,188,12,1.20448,2.20205,1.78053,0.1561,0,1.78736,3.6317
internalMesh,189,189,12,0.605605,2.60825,0.90344,0.374684,0,0.978055,8.00409
internalMesh,190,190,12,0.399042,2.70567,0.559928,0.342513,0,0.65638,10.9403
internalMesh,191,191,12,0.416272,2.70253,0.602444,0.324591,0,0.684323,10.7757
internalMesh,192,192,12,0.425215,2.69954,0.612648,0.335792,0,0.698637,10.5784
internalMesh,193,193,12,0.406307,2.71103,0.568657,0.352388,0,0.66899,10.6232
internalMesh,194,194,12,0.38041,2.71752,0.49927,0.379452,0,0.6271,10.7564
internalMesh,195,195,12,0.361466,2.72199,0.429698,0.41353,0,0.596362,10.8921
internalMesh,196,196,12,0.353147,2.72392,0.365181,0.454257,0,0.582844,10.9562
internalMesh,197,197,12,0.351441,2.72797,0.292475,0.501388,0,0.580458,10.9942
internalMesh,198,198,12,0.356174,2.72779,0.195545,0.554804,0,0.588256,11.0101
internalMesh,199,199,12,0.37023,2.72222,0.0885536,0.604393,0,0.610846,11.0444
internalMesh,200,200,12,2.99999,1.00001,3,1.77179e-07,0,3,1
internalMesh,201,201,12,2.99997,1.00002,2.99999,1.37182e-06,0,2.99999,1.00003
internalMesh,202,202,12,2.99989,1.00006,2.99996,4.21597e-06,0,2.99996,1.00008
internalMesh,203,203,12,2.99977,1.0001,2.99992,1.27172e-05,0,2.99992,1.00023
internalMesh,204,204,12,2.9993,1.00033,2.99978,3.00296e-05,0,2.99978,1.00048
internalMesh,205,205,12,2.99863,1.0006,2.99952,8.09764e-05,0,2.99952,1.00136
internalMesh,206,206,12,2.99601,1.00181,2.99871,0.000177998,0,2.99871,1.0027
internalMesh,207,207,12,2.99189,1.00362,2.99729,0.000497709,0,2.99729,1.00811
internalMesh,208,208,12,2.97771,1.00965,2.99203,0.00102245,0,2.99203,1.01481
internalMesh,209,209,12,2.94835,1.02409,2.98365,0.00321531,0,2.98365,1.05181
internalMesh,210,210,12,2.87099,1.05562,2.94974,0.00652408,0,2.94975,1.08647
internalMesh,211,211,12,2.66228,1.16746,2.87649,0.0219605,0,2.87657,1.33476
internalMesh,212,212,12,2.25727,1.38421,2.6552,0.0523297,0,2.65572,1.68519
internalMesh,213,213,12,1.35666,2.07478,1.94679,0.169425,0,1.95415,3.261
internalMesh,214,214,12,0.691024,2.55991,1.02074,0.424818,0,1.10561,7.04241
internalMesh,215,215,12,0.426109,2.69456,0.577615,0.394468,0,0.69946,10.9744
internalMesh,216,216,12,0.444948,2.69075,0.627537,0.372701,0,0.729869,10.7653
internalMesh,217,217,12,0.456887,2.6822,0.644925,0.379428,0,0.748261,10.4694
internalMesh,218,218,12,0.439798,2.69274,0.602941,0.396606,0,0.721688,10.4929
internalMesh,219,219,12,0.417974,2.70206,0.538174,0.427112,0,0.687063,10.5842
internalMesh,220,220,12,0.403751,2.70937,0.47186,0.467988,0,0.664579,10.6834
internalMesh,221,221,12,0.401372,2.70862,0.410558,0.517493,0,0.660573,10.7045
internalMesh,222,222,12,0.409091,2.70374,0.342573,0.578902,0,0.672669,10.6882
internalMesh,223,223,12,0.428788,2.69293,0.248549,0.658287,0,0.703646,10.6257
internalMesh,224,224,12,0.466085,2.67251,0.123341,0.751897,0,0.761946,10.5679
internalMesh,225,225,12,2.99999,1.00001,3,9.87371e-10,0,3,1
internalMesh,226,226,12,2.99998,1.00001,2.99999,1.63086e-06,0,2.99999,1.00003
internalMesh,227,227,12,2.99991,1.00005,2.99997,2.58392e-06,0,2.99997,1.00007
internalMesh,228,228,12,2.99981,1.00009,2.99993,1.40279e-05,0,2.99993,1.0002
internalMesh,229,229,12,2.99941,1.00027,2.99981,1.89638e-05,0,2.99981,1.0004
internalMesh,230,230,12,2.99884,1.00051,2.99959,8.77806e-05,0,2.99959,1.00115
internalMesh,231,231,12,2.99669,1.00148,2.9989,0.000106374,0,2.9989,1.00227
internalMesh,232,232,12,2.99306,1.00312,2.99772,0.000552599,0,2.99772,1.00694
internalMesh,233,233,12,2.98134,1.00799,2.99321,0.000490487,0,2.99321,1.01234
internalMesh,234,234,12,2.95566,1.02074,2.98615,0.00393437,0,2.98615,1.04435
internalMesh,235,235,12,2.89027,1.04715,2.95761,0.00265063,0,2.95761,1.07284
internalMesh,236,236,12,2.71227,1.14129,2.89741,0.0273032,0,2.89754,1.28215
internalMesh,237,237,12,2.36219,1.31968,2.71337,0.0367691,0,2.71362,1.56782
internalMesh,238,238,12,1.54991,1.90913,2.13462,0.171827,0,2.14152,2.87024
internalMesh,239,239,12,0.791885,2.48824,1.17543,0.422713,0,1.24913,5.95886
internalMesh,240,240,12,0.470894,2.67949,0.636166,0.435249,0,0.77081,10.9471
internalMesh,241,241,12,0.487515,2.67745,0.675021,0.425084,0,0.797715,10.7357
internalMesh,242,242,12,0.497213,2.66871,0.693258,0.423263,0,0.812255,10.3686
internalMesh,243,243,12,0.482227,2.67627,0.653158,0.442412,0,0.788888,10.3482
internalMesh,244,244,12,0.463716,2.67753,0.592285,0.47429,0,0.758784,10.3899
internalMesh,245,245,12,0.453098,2.68179,0.528638,0.520677,0,0.741999,10.4365
internalMesh,246,246,12,0.455795,2.68299,0.471834,0.578585,0,0.746584,10.4095
internalMesh,247,247,12,0.476461,2.67538,0.416095,0.658948,0,0.779325,10.3084
internalMesh,248,248,12,0.522877,2.6536,0.340188,0.780874,0,0.851758,10.0837
internalMesh,249,249,12,0.624581,2.60088,0.191081,0.988984,0,1.00727,9.7543
internalMesh,250,250,12,3,1,3,1.27564e-07,0,3,1
internalMesh,251,251,12,2.99997,1.00002,2.99999,9.8429e-07,0,2.99999,1.00002
internalMesh,252,252,12,2.99993,1.00003,2.99997,3.03235e-06,0,2.99997,1.00007
internalMesh,253,253,12,2.99978,1.0001,2.99993,9.11273e-06,0,2.99993,1.00015
internalMesh,254,254,12,2.99956,1.00019,2.99984,2.13853e-05,0,2.99984,1.00043
internalMesh,255,255,12,2.99871,1.00059,2.99959,5.82362e-05,0,2.99959,1.00089
internalMesh,256,256,12,2.99742,1.00112,2.9991,0.000121777,0,2.9991,1.00253
internalMesh,257,257,12,2.9926,1.00335,2.99761,0.000373475,0,2.99761,1.00509
internalMesh,258,258,12,2.98476,1.00676,2.99483,0.000664115,0,2.99483,1.01495
internalMesh,259,259,12,2.95854,1.0183,2.98548,0.00253238,0,2.98548,1.02871
internalMesh,260,260,12,2.90499,1.04401,2.96821,0.00472503,0,2.96821,1.09289
internalMesh,261,261,12,2.76422,1.10652,2.90766,0.0162291,0,2.90771,1.17482
internalMesh,262,262,12,2.4275,1.28886,2.75554,0.043809,0,2.75589,1.60212
internalMesh,263,263,12,1.726,1.85052,2.34508,0.115984,0,2.34795,2.40167
internalMesh,264,264,12,0.872422,2.39957,1.30017,0.368657,0,1.35143,5.12948
internalMesh,265,265,12,0.516376,2.63904,0.698438,0.464613,0,0.838857,10.6916
internalMesh,266,266,12,0.529389,2.6426,0.714996,0.478929,0,0.860577,10.6089
internalMesh,267,267,12,0.537857,2.64886,0.737076,0.472233,0,0.875377,10.2917
internalMesh,268,268,12,0.528184,2.66331,0.70901,0.490213,0,0.861977,10.1718
internalMesh,269,269,12,0.512902,2.66314,0.654964,0.521159,0,0.837009,10.1778
internalMesh,270,270,12,0.506476,2.65944,0.59824,0.569474,0,0.825949,10.1635
internalMesh,271,271,12,0.516933,2.65048,0.552641,0.6347,0,0.84158,10.071
internalMesh,272,272,12,0.554683,2.63021,0.525604,0.730056,0,0.899578,9.81767
internalMesh,273,273,12,0.636703,2.58304,0.526332,0.877559,0,1.0233,9.24831
internalMesh,274,274,12,0.8024,2.42424,0.557419,1.11808,0,1.24933,7.84013
internalMesh,275,275,12,3,1,3,2.84918e-07,0,3,1
internalMesh,276,276,12,2.99998,1.00001,2.99999,5.87135e-07,0,2.99999,1.00002
internalMesh,277,277,12,2.99993,1.00004,2.99998,4.23698e-06,0,2.99998,1.00005
internalMesh,278,278,12,2.99985,1.00007,2.99994,6.56562e-06,0,2.99994,1.00015
internalMesh,279,279,12,2.99954,1.00021,2.99986,2.96296e-05,0,2.99986,1.00032
internalMesh,280,280,12,2.99909,1.00039,2.99968,4.31375e-05,0,2.99968,1.0009
internalMesh,281,281,12,2.99735,1.00122,2.99916,0.000180768,0,2.99916,1.00182
internalMesh,282,282,12,2.99472,1.00231,2.99817,0.000253566,0,2.99817,1.0052
internalMesh,283,283,12,2.98512,1.00664,2.99501,0.00112349,0,2.99501,1.01022
internalMesh,284,284,12,2.96837,1.01432,2.98954,0.00132941,0,2.98954,1.03154
internalMesh,285,285,12,2.91627,1.03649,2.96899,0.00758472,0,2.969,1.05676
internalMesh,286,286,12,2.79575,1.09859,2.93031,0.00766346,0,2.93032,1.2029
internalMesh,287,287,12,2.52344,1.22667,2.79441,0.048324,0,2.79483,1.38004
internalMesh,288,288,12,1.88397,1.64053,2.41154,0.0852442,0,2.41305,2.36009
internalMesh,289,289,12,1.00282,2.44141,1.54109,0.283263,0,1.56691,4.34732
internalMesh,290,290,12,0.576226,2.60933,0.78011,0.507757,0,0.9308,9.99854
internalMesh,291,291,12,0.563855,2.60875,0.741431,0.52885,0,0.910715,10.3531
internalMesh,292,292,12,0.572277,2.61307,0.762862,0.523278,0,0.925083,10.1829
internalMesh,293,293,12,0.571503,2.62368,0.754573,0.536238,0,0.925706,9.99448
internalMesh,294,294,12,0.561774,2.63968,0.715544,0.566612,0,0.912717,9.9546
internalMesh,295,295,12,0.560874,2.63853,0.673103,0.613968,0,0.911057,9.8799
internalMesh,296,296,12,0.579227,2.62375,0.644239,0.682079,0,0.93823,9.70305
internalMesh,297,297,12,0.62905,2.58848,0.645641,0.779367,0,1.01206,9.31886
internalMesh,298,298,12,0.724094,2.53125,0.698052,0.916453,0,1.15203,8.57037
internalMesh,299,299,12,0.884973,2.37616,0.816871,1.09255,0,1.36416,7.15568
internalMesh,300,300,12,3,1,3,1.22255e-07,0,3,1
internalMesh,301,301,12,2.99999,1.00001,2.99999,9.56419e-07,0,2.99999,1.00002
internalMesh,302,302,12,2.99994,1.00003,2.99998,2.94089e-06,0,2.99998,1.00005
internalMesh,303,303,12,2.99987,1.00006,2.99995,8.93018e-06,0,2.99995,1.00013
internalMesh,304,304,12,2.9996,1.00019,2.99987,2.11623e-05,0,2.99987,1.00028
internalMesh,305,305,12,2.99921,1.00034,2.99972,5.67986e-05,0,2.99972,1.00078
internalMesh,306,306,12,2.99765,1.00109,2.99927,0.000127847,0,2.99927,1.00159
internalMesh,307,307,12,2.99544,1.00198,2.99839,0.00033855,0,2.99839,1.00451
internalMesh,308,308,12,2.98669,1.00607,2.99573,0.000747038,0,2.99573,1.00903
internalMesh,309,309,12,2.97312,1.01198,2.99087,0.00205172,0,2.99087,1.02677
